"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","Get user me","LMS","Thu Nov 27 10:41:13 UTC 2025","passed","Thu Nov 27 10:41:13 UTC 2025","Get entity","Users","",""
"","18","Update user","LMS","Thu Nov 27 10:41:14 UTC 2025","passed","Thu Nov 27 10:41:14 UTC 2025","Update entity","Users","",""
"","22","Get courses","LMS","Thu Nov 27 10:41:04 UTC 2025","passed","Thu Nov 27 10:41:04 UTC 2025","Get entities","Courses","",""
"","21","Create file","LMS","Thu Nov 27 10:41:08 UTC 2025","passed","Thu Nov 27 10:41:08 UTC 2025","Create entity","Files","",""
"","281","Create user","LMS","Thu Nov 27 10:41:12 UTC 2025","passed","Thu Nov 27 10:41:12 UTC 2025","Create entity","Users","",""
"","12","Get file with correct file id","LMS","Thu Nov 27 10:41:09 UTC 2025","passed","Thu Nov 27 10:41:09 UTC 2025","Get entity","Files","",""
"","28","Create course","LMS","Thu Nov 27 10:41:03 UTC 2025","passed","Thu Nov 27 10:41:03 UTC 2025","Create entity","Courses","",""
"","15","Update user","LMS","Thu Nov 27 10:41:16 UTC 2025","passed","Thu Nov 27 10:41:16 UTC 2025","Update entity","Users","",""
"","282","Create user","LMS","Thu Nov 27 10:41:12 UTC 2025","passed","Thu Nov 27 10:41:12 UTC 2025","Create entity","Users","",""
"","15","Delete user","LMS","Thu Nov 27 10:41:17 UTC 2025","passed","Thu Nov 27 10:41:17 UTC 2025","Delete entity","Users","",""
"","23","Get user","LMS","Thu Nov 27 10:41:14 UTC 2025","passed","Thu Nov 27 10:41:14 UTC 2025","Get entity","Users","",""
"","11","Create user with incorrect email","LMS","Thu Nov 27 10:41:17 UTC 2025","passed","Thu Nov 27 10:41:17 UTC 2025","Validate entity","Users","",""
"","16","Delete exercise","LMS","Thu Nov 27 10:41:07 UTC 2025","passed","Thu Nov 27 10:41:07 UTC 2025","Delete entity","Exercises","",""
"","274","Login with incorrect password","LMS","Thu Nov 27 10:41:02 UTC 2025","passed","Thu Nov 27 10:41:02 UTC 2025","Validate entity","Authentication","",""
"","38","Update course","LMS","Thu Nov 27 10:41:04 UTC 2025","passed","Thu Nov 27 10:41:04 UTC 2025","Update entity","Courses","",""
"","15","Update user","LMS","Thu Nov 27 10:41:17 UTC 2025","passed","Thu Nov 27 10:41:17 UTC 2025","Update entity","Users","",""
"","17","Delete file","LMS","Thu Nov 27 10:41:10 UTC 2025","passed","Thu Nov 27 10:41:10 UTC 2025","Delete entity","Files","",""
"","10","Create user with empty first name","LMS","Thu Nov 27 10:41:18 UTC 2025","passed","Thu Nov 27 10:41:18 UTC 2025","Validate entity","Users","",""
"","18","Create exercise","LMS","Thu Nov 27 10:41:05 UTC 2025","passed","Thu Nov 27 10:41:05 UTC 2025","Create entity","Exercises","",""
"","15","Get exercises","LMS","Thu Nov 27 10:41:08 UTC 2025","passed","Thu Nov 27 10:41:08 UTC 2025","Get entities","Exercises","",""
"","14","Create file with empty filename","LMS","Thu Nov 27 10:41:10 UTC 2025","passed","Thu Nov 27 10:41:10 UTC 2025","Validate entity","Files","",""
"","14","Get exercise","LMS","Thu Nov 27 10:41:06 UTC 2025","passed","Thu Nov 27 10:41:06 UTC 2025","Get entity","Exercises","",""
"","281","Login with correct email and password","LMS","Thu Nov 27 10:41:01 UTC 2025","passed","Thu Nov 27 10:41:02 UTC 2025","Login","Authentication","",""
"","281","Create user","LMS","Thu Nov 27 10:41:11 UTC 2025","passed","Thu Nov 27 10:41:12 UTC 2025","Create entity","Users","",""
"","15","Update user","LMS","Thu Nov 27 10:41:15 UTC 2025","passed","Thu Nov 27 10:41:15 UTC 2025","Update entity","Users","",""
"","22","Create file with empty directory","LMS","Thu Nov 27 10:41:11 UTC 2025","passed","Thu Nov 27 10:41:11 UTC 2025","Validate entity","Files","",""
"","17","Update exercise","LMS","Thu Nov 27 10:41:06 UTC 2025","passed","Thu Nov 27 10:41:06 UTC 2025","Update entity","Exercises","",""
"","7","Login with incorrect email","LMS","Thu Nov 27 10:41:02 UTC 2025","passed","Thu Nov 27 10:41:02 UTC 2025","Validate entity","Authentication","",""
"","15","Update user","LMS","Thu Nov 27 10:41:16 UTC 2025","passed","Thu Nov 27 10:41:16 UTC 2025","Update entity","Users","",""
"","13","Get file with incorrect file id","LMS","Thu Nov 27 10:41:11 UTC 2025","passed","Thu Nov 27 10:41:11 UTC 2025","Validate entity","Files","",""
