"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","289","Create user","LMS","Fri Nov 07 14:20:02 UTC 2025","passed","Fri Nov 07 14:20:02 UTC 2025","Create entity","Users","",""
"","287","Update exercise","LMS","Fri Nov 07 14:19:57 UTC 2025","passed","Fri Nov 07 14:19:57 UTC 2025","Update entity","Exercises","",""
"","12","Get user me","LMS","Fri Nov 07 14:20:03 UTC 2025","passed","Fri Nov 07 14:20:03 UTC 2025","Get entity","Users","",""
"","15","Get exercises","LMS","Fri Nov 07 14:19:58 UTC 2025","passed","Fri Nov 07 14:19:58 UTC 2025","Get entities","Exercises","",""
"","264","Create file","LMS","Fri Nov 07 14:19:59 UTC 2025","passed","Fri Nov 07 14:19:59 UTC 2025","Create entity","Files","",""
"","259","Get file with incorrect file id","LMS","Fri Nov 07 14:20:02 UTC 2025","passed","Fri Nov 07 14:20:02 UTC 2025","Validate entity","Files","",""
"","274","Create file with empty directory","LMS","Fri Nov 07 14:20:01 UTC 2025","passed","Fri Nov 07 14:20:01 UTC 2025","Validate entity","Files","",""
"","285","Login with correct email and password","LMS","Fri Nov 07 14:19:53 UTC 2025","passed","Fri Nov 07 14:19:54 UTC 2025","Login","Authentication","",""
"","556","Create user","LMS","Fri Nov 07 14:20:02 UTC 2025","passed","Fri Nov 07 14:20:02 UTC 2025","Create entity","Users","",""
"","299","Update course","LMS","Fri Nov 07 14:19:55 UTC 2025","passed","Fri Nov 07 14:19:56 UTC 2025","Update entity","Courses","",""
"","29","Create course","LMS","Fri Nov 07 14:19:55 UTC 2025","passed","Fri Nov 07 14:19:55 UTC 2025","Create entity","Courses","",""
"","15","Get file with correct file id","LMS","Fri Nov 07 14:20:00 UTC 2025","passed","Fri Nov 07 14:20:00 UTC 2025","Get entity","Files","",""
"","20","Delete file","LMS","Fri Nov 07 14:20:00 UTC 2025","passed","Fri Nov 07 14:20:00 UTC 2025","Delete entity","Files","",""
"","289","Delete exercise","LMS","Fri Nov 07 14:19:58 UTC 2025","passed","Fri Nov 07 14:19:58 UTC 2025","Delete entity","Exercises","",""
"","310","Create exercise","LMS","Fri Nov 07 14:19:56 UTC 2025","passed","Fri Nov 07 14:19:56 UTC 2025","Create entity","Exercises","",""
"","264","Create file with empty filename","LMS","Fri Nov 07 14:20:00 UTC 2025","passed","Fri Nov 07 14:20:01 UTC 2025","Validate entity","Files","",""
"","539","Create user","LMS","Fri Nov 07 14:20:01 UTC 2025","passed","Fri Nov 07 14:20:02 UTC 2025","Create entity","Users","",""
"","21","Get exercise","LMS","Fri Nov 07 14:19:57 UTC 2025","passed","Fri Nov 07 14:19:57 UTC 2025","Get entity","Exercises","",""
"","29","Get courses","LMS","Fri Nov 07 14:19:54 UTC 2025","passed","Fri Nov 07 14:19:54 UTC 2025","Get entities","Courses","",""
