"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","526","Create user","LMS","Fri Nov 07 12:20:27 UTC 2025","passed","Fri Nov 07 12:20:28 UTC 2025","Create entity","Users","",""
"","263","Create file","LMS","Fri Nov 07 12:20:25 UTC 2025","passed","Fri Nov 07 12:20:25 UTC 2025","Create entity","Files","",""
"","19","Get exercise","LMS","Fri Nov 07 12:20:22 UTC 2025","passed","Fri Nov 07 12:20:22 UTC 2025","Get entity","Exercises","",""
"","300","Get courses","LMS","Fri Nov 07 12:20:20 UTC 2025","passed","Fri Nov 07 12:20:20 UTC 2025","Get entities","Courses","",""
"","27","Update exercise","LMS","Fri Nov 07 12:20:22 UTC 2025","passed","Fri Nov 07 12:20:22 UTC 2025","Update entity","Exercises","",""
"","284","Login with correct email and password","LMS","Fri Nov 07 12:20:19 UTC 2025","passed","Fri Nov 07 12:20:19 UTC 2025","Login","Authentication","",""
"","28","Delete exercise","LMS","Fri Nov 07 12:20:24 UTC 2025","passed","Fri Nov 07 12:20:24 UTC 2025","Delete entity","Exercises","",""
"","18","Get exercises","LMS","Fri Nov 07 12:20:24 UTC 2025","passed","Fri Nov 07 12:20:24 UTC 2025","Get entities","Exercises","",""
"","32","Update course","LMS","Fri Nov 07 12:20:21 UTC 2025","passed","Fri Nov 07 12:20:21 UTC 2025","Update entity","Courses","",""
"","11","Get user me","LMS","Fri Nov 07 12:20:29 UTC 2025","passed","Fri Nov 07 12:20:29 UTC 2025","Get entity","Users","",""
"","15","Get file with correct file id","LMS","Fri Nov 07 12:20:25 UTC 2025","passed","Fri Nov 07 12:20:25 UTC 2025","Get entity","Files","",""
"","17","Get file with incorrect file id","LMS","Fri Nov 07 12:20:27 UTC 2025","passed","Fri Nov 07 12:20:27 UTC 2025","Validate entity","Files","",""
"","535","Create user","LMS","Fri Nov 07 12:20:27 UTC 2025","passed","Fri Nov 07 12:20:28 UTC 2025","Create entity","Users","",""
"","14","Create file with empty filename","LMS","Fri Nov 07 12:20:26 UTC 2025","passed","Fri Nov 07 12:20:26 UTC 2025","Validate entity","Files","",""
"","19","Delete file","LMS","Fri Nov 07 12:20:26 UTC 2025","passed","Fri Nov 07 12:20:26 UTC 2025","Delete entity","Files","",""
"","22","Create exercise","LMS","Fri Nov 07 12:20:21 UTC 2025","passed","Fri Nov 07 12:20:21 UTC 2025","Create entity","Exercises","",""
"","288","Create user","LMS","Fri Nov 07 12:20:27 UTC 2025","passed","Fri Nov 07 12:20:27 UTC 2025","Create entity","Users","",""
"","262","Create file with empty directory","LMS","Fri Nov 07 12:20:27 UTC 2025","passed","Fri Nov 07 12:20:27 UTC 2025","Validate entity","Files","",""
"","31","Create course","LMS","Fri Nov 07 12:20:20 UTC 2025","passed","Fri Nov 07 12:20:20 UTC 2025","Create entity","Courses","",""
