"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","528","Create user","LMS","Fri Nov 07 14:32:41 UTC 2025","passed","Fri Nov 07 14:32:42 UTC 2025","Create entity","Users","",""
"","19","Get file with correct file id","LMS","Fri Nov 07 14:32:39 UTC 2025","passed","Fri Nov 07 14:32:39 UTC 2025","Get entity","Files","",""
"","18","Get exercises","LMS","Fri Nov 07 14:32:38 UTC 2025","passed","Fri Nov 07 14:32:38 UTC 2025","Get entities","Exercises","",""
"","265","Create file","LMS","Fri Nov 07 14:32:38 UTC 2025","passed","Fri Nov 07 14:32:39 UTC 2025","Create entity","Files","",""
"","20","Create file with empty filename","LMS","Fri Nov 07 14:32:40 UTC 2025","passed","Fri Nov 07 14:32:40 UTC 2025","Validate entity","Files","",""
"","307","Get courses","LMS","Fri Nov 07 14:32:34 UTC 2025","passed","Fri Nov 07 14:32:34 UTC 2025","Get entities","Courses","",""
"","20","Get file with incorrect file id","LMS","Fri Nov 07 14:32:41 UTC 2025","passed","Fri Nov 07 14:32:41 UTC 2025","Validate entity","Files","",""
"","287","Login with correct email and password","LMS","Fri Nov 07 14:32:33 UTC 2025","passed","Fri Nov 07 14:32:33 UTC 2025","Login","Authentication","",""
"","32","Create course","LMS","Fri Nov 07 14:32:34 UTC 2025","passed","Fri Nov 07 14:32:34 UTC 2025","Create entity","Courses","",""
"","542","Create user","LMS","Fri Nov 07 14:32:41 UTC 2025","passed","Fri Nov 07 14:32:42 UTC 2025","Create entity","Users","",""
"","24","Delete file","LMS","Fri Nov 07 14:32:40 UTC 2025","passed","Fri Nov 07 14:32:40 UTC 2025","Delete entity","Files","",""
"","13","Get user me","LMS","Fri Nov 07 14:32:43 UTC 2025","passed","Fri Nov 07 14:32:43 UTC 2025","Get entity","Users","",""
"","36","Update course","LMS","Fri Nov 07 14:32:35 UTC 2025","passed","Fri Nov 07 14:32:35 UTC 2025","Update entity","Courses","",""
"","19","Create exercise","LMS","Fri Nov 07 14:32:35 UTC 2025","passed","Fri Nov 07 14:32:35 UTC 2025","Create entity","Exercises","",""
"","289","Create file with empty directory","LMS","Fri Nov 07 14:32:41 UTC 2025","passed","Fri Nov 07 14:32:41 UTC 2025","Validate entity","Files","",""
"","30","Delete exercise","LMS","Fri Nov 07 14:32:38 UTC 2025","passed","Fri Nov 07 14:32:38 UTC 2025","Delete entity","Exercises","",""
"","290","Create user","LMS","Fri Nov 07 14:32:41 UTC 2025","passed","Fri Nov 07 14:32:41 UTC 2025","Create entity","Users","",""
"","21","Get exercise","LMS","Fri Nov 07 14:32:36 UTC 2025","passed","Fri Nov 07 14:32:36 UTC 2025","Get entity","Exercises","",""
"","29","Update exercise","LMS","Fri Nov 07 14:32:36 UTC 2025","passed","Fri Nov 07 14:32:36 UTC 2025","Update entity","Exercises","",""
