"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","284","Create user","LMS","Thu Nov 27 10:43:35 UTC 2025","passed","Thu Nov 27 10:43:36 UTC 2025","Create entity","Users","",""
"","281","Login with correct email and password","LMS","Thu Nov 27 10:43:25 UTC 2025","passed","Thu Nov 27 10:43:25 UTC 2025","Login","Authentication","",""
"","33","Update course","LMS","Thu Nov 27 10:43:28 UTC 2025","passed","Thu Nov 27 10:43:28 UTC 2025","Update entity","Courses","",""
"","11","Create user with incorrect email","LMS","Thu Nov 27 10:43:41 UTC 2025","passed","Thu Nov 27 10:43:41 UTC 2025","Validate entity","Users","",""
"","17","Update user","LMS","Thu Nov 27 10:43:39 UTC 2025","passed","Thu Nov 27 10:43:39 UTC 2025","Update entity","Users","",""
"","21","Create file","LMS","Thu Nov 27 10:43:32 UTC 2025","passed","Thu Nov 27 10:43:32 UTC 2025","Create entity","Files","",""
"","12","Get user me","LMS","Thu Nov 27 10:43:37 UTC 2025","passed","Thu Nov 27 10:43:37 UTC 2025","Get entity","Users","",""
"","22","Create file with empty directory","LMS","Thu Nov 27 10:43:34 UTC 2025","passed","Thu Nov 27 10:43:34 UTC 2025","Validate entity","Files","",""
"","17","Delete exercise","LMS","Thu Nov 27 10:43:31 UTC 2025","passed","Thu Nov 27 10:43:31 UTC 2025","Delete entity","Exercises","",""
"","18","Update exercise","LMS","Thu Nov 27 10:43:30 UTC 2025","passed","Thu Nov 27 10:43:30 UTC 2025","Update entity","Exercises","",""
"","274","Login with incorrect password","LMS","Thu Nov 27 10:43:26 UTC 2025","passed","Thu Nov 27 10:43:26 UTC 2025","Validate entity","Authentication","",""
"","18","Create exercise","LMS","Thu Nov 27 10:43:29 UTC 2025","passed","Thu Nov 27 10:43:29 UTC 2025","Create entity","Exercises","",""
"","15","Update user","LMS","Thu Nov 27 10:43:40 UTC 2025","passed","Thu Nov 27 10:43:40 UTC 2025","Update entity","Users","",""
"","12","Get file with correct file id","LMS","Thu Nov 27 10:43:33 UTC 2025","passed","Thu Nov 27 10:43:33 UTC 2025","Get entity","Files","",""
"","16","Delete user","LMS","Thu Nov 27 10:43:41 UTC 2025","passed","Thu Nov 27 10:43:41 UTC 2025","Delete entity","Users","",""
"","14","Get exercises","LMS","Thu Nov 27 10:43:31 UTC 2025","passed","Thu Nov 27 10:43:31 UTC 2025","Get entities","Exercises","",""
"","18","Delete file","LMS","Thu Nov 27 10:43:33 UTC 2025","passed","Thu Nov 27 10:43:33 UTC 2025","Delete entity","Files","",""
"","284","Create user","LMS","Thu Nov 27 10:43:35 UTC 2025","passed","Thu Nov 27 10:43:35 UTC 2025","Create entity","Users","",""
"","15","Update user","LMS","Thu Nov 27 10:43:40 UTC 2025","passed","Thu Nov 27 10:43:40 UTC 2025","Update entity","Users","",""
"","8","Login with incorrect email","LMS","Thu Nov 27 10:43:25 UTC 2025","passed","Thu Nov 27 10:43:25 UTC 2025","Validate entity","Authentication","",""
"","19","Update user","LMS","Thu Nov 27 10:43:38 UTC 2025","passed","Thu Nov 27 10:43:38 UTC 2025","Update entity","Users","",""
"","14","Get exercise","LMS","Thu Nov 27 10:43:29 UTC 2025","passed","Thu Nov 27 10:43:29 UTC 2025","Get entity","Exercises","",""
"","21","Get user","LMS","Thu Nov 27 10:43:37 UTC 2025","passed","Thu Nov 27 10:43:37 UTC 2025","Get entity","Users","",""
"","24","Get courses","LMS","Thu Nov 27 10:43:27 UTC 2025","passed","Thu Nov 27 10:43:27 UTC 2025","Get entities","Courses","",""
"","16","Update user","LMS","Thu Nov 27 10:43:39 UTC 2025","passed","Thu Nov 27 10:43:39 UTC 2025","Update entity","Users","",""
"","14","Get file with incorrect file id","LMS","Thu Nov 27 10:43:35 UTC 2025","passed","Thu Nov 27 10:43:35 UTC 2025","Validate entity","Files","",""
"","10","Create user with empty first name","LMS","Thu Nov 27 10:43:41 UTC 2025","passed","Thu Nov 27 10:43:41 UTC 2025","Validate entity","Users","",""
"","14","Create file with empty filename","LMS","Thu Nov 27 10:43:34 UTC 2025","passed","Thu Nov 27 10:43:34 UTC 2025","Validate entity","Files","",""
"","283","Create user","LMS","Thu Nov 27 10:43:36 UTC 2025","passed","Thu Nov 27 10:43:36 UTC 2025","Create entity","Users","",""
"","28","Create course","LMS","Thu Nov 27 10:43:27 UTC 2025","passed","Thu Nov 27 10:43:27 UTC 2025","Create entity","Courses","",""
