"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","Update user","LMS","Thu Nov 20 15:08:52 UTC 2025","passed","Thu Nov 20 15:08:52 UTC 2025","Update entity","Users","",""
"","17","Delete file","LMS","Thu Nov 20 15:08:46 UTC 2025","passed","Thu Nov 20 15:08:46 UTC 2025","Delete entity","Files","",""
"","24","Get courses","LMS","Thu Nov 20 15:08:40 UTC 2025","passed","Thu Nov 20 15:08:40 UTC 2025","Get entities","Courses","",""
"","283","Create user","LMS","Thu Nov 20 15:08:48 UTC 2025","passed","Thu Nov 20 15:08:48 UTC 2025","Create entity","Users","",""
"","10","Create user with empty first name","LMS","Thu Nov 20 15:08:54 UTC 2025","passed","Thu Nov 20 15:08:54 UTC 2025","Validate entity","Users","",""
"","12","Get user me","LMS","Thu Nov 20 15:08:50 UTC 2025","passed","Thu Nov 20 15:08:50 UTC 2025","Get entity","Users","",""
"","15","Update user","LMS","Thu Nov 20 15:08:54 UTC 2025","passed","Thu Nov 20 15:08:54 UTC 2025","Update entity","Users","",""
"","23","Get user","LMS","Thu Nov 20 15:08:50 UTC 2025","passed","Thu Nov 20 15:08:50 UTC 2025","Get entity","Users","",""
"","11","Create user with incorrect email","LMS","Thu Nov 20 15:08:54 UTC 2025","passed","Thu Nov 20 15:08:54 UTC 2025","Validate entity","Users","",""
"","14","Get file with incorrect file id","LMS","Thu Nov 20 15:08:48 UTC 2025","passed","Thu Nov 20 15:08:48 UTC 2025","Validate entity","Files","",""
"","20","Create file","LMS","Thu Nov 20 15:08:45 UTC 2025","passed","Thu Nov 20 15:08:45 UTC 2025","Create entity","Files","",""
"","17","Delete exercise","LMS","Thu Nov 20 15:08:44 UTC 2025","passed","Thu Nov 20 15:08:44 UTC 2025","Delete entity","Exercises","",""
"","14","Get exercises","LMS","Thu Nov 20 15:08:44 UTC 2025","passed","Thu Nov 20 15:08:44 UTC 2025","Get entities","Exercises","",""
"","12","Get file with correct file id","LMS","Thu Nov 20 15:08:46 UTC 2025","passed","Thu Nov 20 15:08:46 UTC 2025","Get entity","Files","",""
"","284","Create user","LMS","Thu Nov 20 15:08:49 UTC 2025","passed","Thu Nov 20 15:08:49 UTC 2025","Create entity","Users","",""
"","17","Update exercise","LMS","Thu Nov 20 15:08:43 UTC 2025","passed","Thu Nov 20 15:08:43 UTC 2025","Update entity","Exercises","",""
"","19","Update user","LMS","Thu Nov 20 15:08:51 UTC 2025","passed","Thu Nov 20 15:08:51 UTC 2025","Update entity","Users","",""
"","34","Update course","LMS","Thu Nov 20 15:08:41 UTC 2025","passed","Thu Nov 20 15:08:41 UTC 2025","Update entity","Courses","",""
"","283","Create user","LMS","Thu Nov 20 15:08:48 UTC 2025","passed","Thu Nov 20 15:08:49 UTC 2025","Create entity","Users","",""
"","16","Delete user","LMS","Thu Nov 20 15:08:54 UTC 2025","passed","Thu Nov 20 15:08:54 UTC 2025","Delete entity","Users","",""
"","15","Update user","LMS","Thu Nov 20 15:08:52 UTC 2025","passed","Thu Nov 20 15:08:52 UTC 2025","Update entity","Users","",""
"","275","Login with incorrect password","LMS","Thu Nov 20 15:08:39 UTC 2025","passed","Thu Nov 20 15:08:39 UTC 2025","Validate entity","Authentication","",""
"","23","Create file with empty directory","LMS","Thu Nov 20 15:08:47 UTC 2025","passed","Thu Nov 20 15:08:48 UTC 2025","Validate entity","Files","",""
"","15","Update user","LMS","Thu Nov 20 15:08:53 UTC 2025","passed","Thu Nov 20 15:08:53 UTC 2025","Update entity","Users","",""
"","8","Login with incorrect email","LMS","Thu Nov 20 15:08:38 UTC 2025","passed","Thu Nov 20 15:08:38 UTC 2025","Validate entity","Authentication","",""
"","14","Get exercise","LMS","Thu Nov 20 15:08:42 UTC 2025","passed","Thu Nov 20 15:08:42 UTC 2025","Get entity","Exercises","",""
"","14","Create file with empty filename","LMS","Thu Nov 20 15:08:47 UTC 2025","passed","Thu Nov 20 15:08:47 UTC 2025","Validate entity","Files","",""
"","28","Create course","LMS","Thu Nov 20 15:08:40 UTC 2025","passed","Thu Nov 20 15:08:40 UTC 2025","Create entity","Courses","",""
"","281","Login with correct email and password","LMS","Thu Nov 20 15:08:38 UTC 2025","passed","Thu Nov 20 15:08:38 UTC 2025","Login","Authentication","",""
"","18","Create exercise","LMS","Thu Nov 20 15:08:42 UTC 2025","passed","Thu Nov 20 15:08:42 UTC 2025","Create entity","Exercises","",""
