"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12","Get user me","LMS","Thu Nov 27 16:33:19 UTC 2025","passed","Thu Nov 27 16:33:19 UTC 2025","Get entity","Users","",""
"","16","Delete user","LMS","Thu Nov 27 16:33:23 UTC 2025","passed","Thu Nov 27 16:33:23 UTC 2025","Delete entity","Users","",""
"","10","Create user with incorrect email","LMS","Thu Nov 27 16:33:23 UTC 2025","passed","Thu Nov 27 16:33:23 UTC 2025","Validate entity","Users","",""
"","26","Update course","LMS","Thu Nov 27 16:33:10 UTC 2025","passed","Thu Nov 27 16:33:10 UTC 2025","Update entity","Courses","",""
"","17","Update user","LMS","Thu Nov 27 16:33:20 UTC 2025","passed","Thu Nov 27 16:33:20 UTC 2025","Update entity","Users","",""
"","11","Get file with correct file id","LMS","Thu Nov 27 16:33:15 UTC 2025","passed","Thu Nov 27 16:33:15 UTC 2025","Get entity","Files","",""
"","23","Get user","LMS","Thu Nov 27 16:33:19 UTC 2025","passed","Thu Nov 27 16:33:19 UTC 2025","Get entity","Users","",""
"","15","Update user","LMS","Thu Nov 27 16:33:21 UTC 2025","passed","Thu Nov 27 16:33:21 UTC 2025","Update entity","Users","",""
"","15","Update user","LMS","Thu Nov 27 16:33:23 UTC 2025","passed","Thu Nov 27 16:33:23 UTC 2025","Update entity","Users","",""
"","21","Create file with empty directory","LMS","Thu Nov 27 16:33:17 UTC 2025","passed","Thu Nov 27 16:33:17 UTC 2025","Validate entity","Files","",""
"","14","Update user","LMS","Thu Nov 27 16:33:21 UTC 2025","passed","Thu Nov 27 16:33:21 UTC 2025","Update entity","Users","",""
"","269","Create user","LMS","Thu Nov 27 16:33:18 UTC 2025","passed","Thu Nov 27 16:33:18 UTC 2025","Create entity","Users","",""
"","16","Update exercise","LMS","Thu Nov 27 16:33:12 UTC 2025","passed","Thu Nov 27 16:33:12 UTC 2025","Update entity","Exercises","",""
"","16","Delete exercise","LMS","Thu Nov 27 16:33:13 UTC 2025","passed","Thu Nov 27 16:33:13 UTC 2025","Delete entity","Exercises","",""
"","23","Update user","LMS","Thu Nov 27 16:33:22 UTC 2025","passed","Thu Nov 27 16:33:22 UTC 2025","Update entity","Users","",""
"","8","Login with incorrect email","LMS","Thu Nov 27 16:33:08 UTC 2025","passed","Thu Nov 27 16:33:08 UTC 2025","Validate entity","Authentication","",""
"","18","Delete file","LMS","Thu Nov 27 16:33:15 UTC 2025","passed","Thu Nov 27 16:33:16 UTC 2025","Delete entity","Files","",""
"","16","Create exercise","LMS","Thu Nov 27 16:33:11 UTC 2025","passed","Thu Nov 27 16:33:11 UTC 2025","Create entity","Exercises","",""
"","13","Get file with incorrect file id","LMS","Thu Nov 27 16:33:17 UTC 2025","passed","Thu Nov 27 16:33:17 UTC 2025","Validate entity","Files","",""
"","13","Create file with empty filename","LMS","Thu Nov 27 16:33:16 UTC 2025","passed","Thu Nov 27 16:33:16 UTC 2025","Validate entity","Files","",""
"","27","Create course","LMS","Thu Nov 27 16:33:09 UTC 2025","passed","Thu Nov 27 16:33:09 UTC 2025","Create entity","Courses","",""
"","20","Get courses","LMS","Thu Nov 27 16:33:10 UTC 2025","passed","Thu Nov 27 16:33:10 UTC 2025","Get entities","Courses","",""
"","9","Create user with empty first name","LMS","Thu Nov 27 16:33:23 UTC 2025","passed","Thu Nov 27 16:33:23 UTC 2025","Validate entity","Users","",""
"","270","Create user","LMS","Thu Nov 27 16:33:18 UTC 2025","passed","Thu Nov 27 16:33:18 UTC 2025","Create entity","Users","",""
"","13","Get exercise","LMS","Thu Nov 27 16:33:12 UTC 2025","passed","Thu Nov 27 16:33:12 UTC 2025","Get entity","Exercises","",""
"","19","Create file","LMS","Thu Nov 27 16:33:14 UTC 2025","passed","Thu Nov 27 16:33:14 UTC 2025","Create entity","Files","",""
"","261","Login with incorrect password","LMS","Thu Nov 27 16:33:08 UTC 2025","passed","Thu Nov 27 16:33:09 UTC 2025","Validate entity","Authentication","",""
"","14","Get exercises","LMS","Thu Nov 27 16:33:14 UTC 2025","passed","Thu Nov 27 16:33:14 UTC 2025","Get entities","Exercises","",""
"","269","Create user","LMS","Thu Nov 27 16:33:17 UTC 2025","passed","Thu Nov 27 16:33:18 UTC 2025","Create entity","Users","",""
"","268","Login with correct email and password","LMS","Thu Nov 27 16:33:08 UTC 2025","passed","Thu Nov 27 16:33:08 UTC 2025","Login","Authentication","",""
